rssd9017,rssd9017_name,bank_tier,first_year,last_year,years_observed,innovation_cluster,cluster_name,cluster_full_label,umap_1,umap_2
PHELPS COUNTY BANK,PHELPS COUNTY BANK,Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,1.3683245182037354,4.841018199920654
PHENIX-GIRARD BANK,PHENIX-GIRARD BANK,Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,3.0439367294311523,2.4331986904144287
"PHILADELPHIA TRUST COMPANY, THE","PHILADELPHIA TRUST COMPANY, THE",Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,3.1652865409851074,7.31372594833374
PHILO EXCHANGE BANK,PHILO EXCHANGE BANK,Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,0.9362246990203857,5.052789211273193
PHOENIXVILLE FEDERAL BANK AND TRUST,PHOENIXVILLE FEDERAL BANK AND TRUST,Small,2012,2021,10,1,Traditional Majority,Small - Traditional Majority,2.2548160552978516,5.160952091217041
"PICKENS SAVINGS AND LOAN ASSOCIATION, FEDERAL ASSOCIATION","PICKENS SAVINGS AND LOAN ASSOCIATION, FEDERAL ASSOCIATION",Small,2012,2021,10,1,Traditional Majority,Small - Traditional Majority,4.30077600479126,3.69832444190979
PIEDMONT FEDERAL SAVINGS BANK,PIEDMONT FEDERAL SAVINGS BANK,Small,2012,2021,10,1,Traditional Majority,Small - Traditional Majority,1.4705305099487305,7.115576267242432
PIGEON FALLS STATE BANK,PIGEON FALLS STATE BANK,Small,2010,2018,9,1,Traditional Majority,Small - Traditional Majority,1.1352906227111816,5.322364330291748
PIGGOTT STATE BANK,PIGGOTT STATE BANK,Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,0.8786202073097229,5.279438018798828
PIKE NATIONAL BANK,PIKE NATIONAL BANK,Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,3.738079309463501,4.328990459442139
PIKES PEAK NATIONAL BANK,PIKES PEAK NATIONAL BANK,Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,-0.670407235622406,3.2568447589874268
PILGRIM BANK,PILGRIM BANK,Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,5.387962818145752,6.1397271156311035
PILOT BANK,PILOT BANK,Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,5.345700740814209,6.735457420349121
PILOT GROVE SAVINGS BANK,PILOT GROVE SAVINGS BANK,Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,0.7200464606285095,3.779301404953003
PINE COUNTRY BANK,PINE COUNTRY BANK,Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,5.469171524047852,6.241995811462402
PINE ISLAND BANK,PINE ISLAND BANK,Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,-0.011393195949494839,6.584776401519775
PINE RIVER STATE BANK,PINE RIVER STATE BANK,Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,3.9861693382263184,2.563525915145874
"PINERIES BANK, THE","PINERIES BANK, THE",Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,2.2068254947662354,2.331946611404419
PINNACLE BANK,PINNACLE BANK,Small,2010,2021,15,1,Traditional Majority,Small - Traditional Majority,4.71223258972168,6.776951789855957
PINNACLE BANK SIOUX CITY,PINNACLE BANK SIOUX CITY,Small,2010,2018,9,1,Traditional Majority,Small - Traditional Majority,5.174314975738525,3.254210948944092
"PINNACLE BANK, INC","PINNACLE BANK, INC",Small,2013,2021,9,1,Traditional Majority,Small - Traditional Majority,1.5227326154708862,3.874238967895508
PIONEER BANK,PIONEER BANK,Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,3.0797793865203857,3.635023355484009
PIONEER BANK & TRUST,PIONEER BANK & TRUST,Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,4.14601469039917,2.9082412719726562
PIONEER BANK OF WISCONSIN,PIONEER BANK OF WISCONSIN,Small,2010,2018,9,1,Traditional Majority,Small - Traditional Majority,2.64648175239563,7.313930511474609
PIONEER FEDERAL SAVINGS & LOAN ASSOCIATION,PIONEER FEDERAL SAVINGS & LOAN ASSOCIATION,Small,2012,2021,10,1,Traditional Majority,Small - Traditional Majority,2.1218011379241943,7.104800701141357
"PIONEER NATIONAL BANK OF DULUTH, THE","PIONEER NATIONAL BANK OF DULUTH, THE",Small,2010,2018,9,1,Traditional Majority,Small - Traditional Majority,1.9002619981765747,4.531619548797607
"PIONEER TRUST BANK, NATIONAL ASSOCIATION","PIONEER TRUST BANK, NATIONAL ASSOCIATION",Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,1.8403890132904053,3.048076629638672
PIQUA STATE BANK,PIQUA STATE BANK,Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,3.846698045730591,1.1538656949996948
PISCATAQUA SAVINGS BANK,PISCATAQUA SAVINGS BANK,Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,2.8974239826202393,3.141045570373535
"PITNEY BOWES BANK INC., THE","PITNEY BOWES BANK INC., THE",Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,5.070298194885254,7.666045665740967
PITTSFIELD CO-OPERATIVE BANK,PITTSFIELD CO-OPERATIVE BANK,Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,4.285367488861084,5.311424255371094
PLAINS STATE BANK,PLAINS STATE BANK,Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,1.19887113571167,6.707629680633545
PLANTERS AND CITIZENS BANK,PLANTERS AND CITIZENS BANK,Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,4.313557147979736,3.650442600250244
PLAQUEMINE BANK AND TRUST COMPANY,PLAQUEMINE BANK AND TRUST COMPANY,Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,3.6574478149414062,5.825390815734863
PLATINUM BANK,PLATINUM BANK,Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,0.8140192627906799,3.7833263874053955
PLATTE VALLEY BANK,PLATTE VALLEY BANK,Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,4.67491340637207,4.642010688781738
PLATTE VALLEY BANK OF MISSOURI,PLATTE VALLEY BANK OF MISSOURI,Small,2010,2020,11,1,Traditional Majority,Small - Traditional Majority,1.3760136365890503,8.546112060546875
PLATTSMOUTH STATE BANK,PLATTSMOUTH STATE BANK,Small,2010,2020,11,1,Traditional Majority,Small - Traditional Majority,3.8665215969085693,4.606503486633301
PLAZA PARK STATE BANK,PLAZA PARK STATE BANK,Small,2010,2018,9,1,Traditional Majority,Small - Traditional Majority,3.651371717453003,1.366682529449463
"PLEASANTS COUNTY BANK, THE","PLEASANTS COUNTY BANK, THE",Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,2.6334850788116455,5.511937618255615
PLUS INTERNATIONAL BANK,PLUS INTERNATIONAL BANK,Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,0.6985533237457275,7.145099639892578
"POCA VALLEY BANK, INC., THE","POCA VALLEY BANK, INC., THE",Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,5.696648597717285,5.994191646575928
POCAHONTAS STATE BANK,POCAHONTAS STATE BANK,Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,1.366232991218567,8.65614128112793
POINTBANK,POINTBANK,Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,4.746276378631592,3.301830530166626
POINTS WEST COMMUNITY BANK,POINTS WEST COMMUNITY BANK,Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,0.7874413728713989,3.7821238040924072
POINTWEST BANK,POINTWEST BANK,Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,-0.577848494052887,3.4623866081237793
PONY EXPRESS BANK,PONY EXPRESS BANK,Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,2.4178647994995117,2.964531660079956
PONY EXPRESS COMMUNITY BANK,PONY EXPRESS COMMUNITY BANK,Small,2010,2019,10,1,Traditional Majority,Small - Traditional Majority,2.065018653869629,2.3163537979125977
"POPLAR GROVE STATE BANK, THE","POPLAR GROVE STATE BANK, THE",Small,2010,2020,11,1,Traditional Majority,Small - Traditional Majority,1.8913812637329102,3.104177474975586
"PORT AUSTIN STATE BANK, THE","PORT AUSTIN STATE BANK, THE",Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,3.951070785522461,2.477585554122925
PORT RICHMOND SAVINGS,PORT RICHMOND SAVINGS,Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,4.682441234588623,5.186824798583984
"PORT WASHINGTON STATE BANK, THE","PORT WASHINGTON STATE BANK, THE",Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,4.113485336303711,4.725890159606934
PORTAGE COMMUNITY BANK,PORTAGE COMMUNITY BANK,Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,4.837736129760742,3.8780057430267334
"PORTAGE COUNTY BANK, THE","PORTAGE COUNTY BANK, THE",Small,2011,2021,9,1,Traditional Majority,Small - Traditional Majority,5.630293846130371,4.10795259475708
"POTTER STATE BANK OF POTTER, THE","POTTER STATE BANK OF POTTER, THE",Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,3.739572286605835,1.5821030139923096
POWELL STATE BANK,POWELL STATE BANK,Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,2.0548529624938965,3.926614761352539
POWELL VALLEY NATIONAL BANK,POWELL VALLEY NATIONAL BANK,Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,5.344107151031494,5.242757797241211
PRAIRIE BANK OF KANSAS,PRAIRIE BANK OF KANSAS,Small,2013,2021,9,1,Traditional Majority,Small - Traditional Majority,1.6193181276321411,4.241632461547852
PRAIRIE MOUNTAIN BANK,PRAIRIE MOUNTAIN BANK,Small,2010,2019,10,1,Traditional Majority,Small - Traditional Majority,3.8667328357696533,0.9743131399154663
PRAIRIE SUN BANK,PRAIRIE SUN BANK,Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,4.006761074066162,3.2166898250579834
PREFERRED BANK,PREFERRED BANK,Small,2010,2021,13,1,Traditional Majority,Small - Traditional Majority,4.318184852600098,4.893648147583008
PREFERRED COMMUNITY BANK,PREFERRED COMMUNITY BANK,Small,2010,2018,9,1,Traditional Majority,Small - Traditional Majority,5.640866756439209,6.111732006072998
PREMIER BANK,PREMIER BANK,Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,4.860381126403809,8.08750057220459
PREMIER BANK MINNESOTA,PREMIER BANK MINNESOTA,Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,5.601626396179199,8.098752975463867
PREMIER BANK OF THE SOUTH,PREMIER BANK OF THE SOUTH,Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,5.514477252960205,4.536086082458496
PREMIER BANK ROCHESTER,PREMIER BANK ROCHESTER,Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,5.627650737762451,8.099549293518066
PREMIER BUSINESS BANK,PREMIER BUSINESS BANK,Small,2010,2018,9,1,Traditional Majority,Small - Traditional Majority,1.7743544578552246,4.108275413513184
PREMIER COMMUNITY BANK,PREMIER COMMUNITY BANK,Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,6.416893005371094,5.54831075668335
PREMIERBANK,PREMIERBANK,Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,3.316826581954956,2.6910507678985596
PRESCOTT STATE BANK,PRESCOTT STATE BANK,Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,3.8185954093933105,0.9391152262687683
"PRESIDENTIAL BANK, FSB","PRESIDENTIAL BANK, FSB",Small,2012,2021,10,1,Traditional Majority,Small - Traditional Majority,3.0867788791656494,7.202252388000488
PRESIDIO BANK,PRESIDIO BANK,Small,2010,2019,10,1,Traditional Majority,Small - Traditional Majority,3.0751442909240723,3.5825355052948
PRIME ALLIANCE BANK,PRIME ALLIANCE BANK,Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,5.026844501495361,7.814842700958252
PRIME BANK,PRIME BANK,Small,2010,2020,11,1,Traditional Majority,Small - Traditional Majority,0.17516717314720154,6.746417999267578
PRIME MERIDIAN BANK,PRIME MERIDIAN BANK,Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,5.408153533935547,5.564916610717773
PRIME SECURITY BANK,PRIME SECURITY BANK,Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,4.839470863342285,7.800353050231934
PRIMEBANK,PRIMEBANK,Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,-0.01726643368601799,4.408185958862305
PRIMESOUTH BANK,PRIMESOUTH BANK,Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,5.4368672370910645,7.536218643188477
PRINSBANK,PRINSBANK,Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,1.7501345872879028,7.553961753845215
PRIORITYONE BANK,PRIORITYONE BANK,Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,2.449007749557495,5.228468894958496
PRODUCE STATE BANK,PRODUCE STATE BANK,Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,3.475982904434204,2.4818670749664307
PROFILE BANK,PROFILE BANK,Small,2013,2021,9,1,Traditional Majority,Small - Traditional Majority,2.699939727783203,2.6397507190704346
"PROFINIUM, INC.","PROFINIUM, INC.",Small,2013,2021,9,1,Traditional Majority,Small - Traditional Majority,1.6924408674240112,4.339717864990234
PROGRESSIVE BANK,PROGRESSIVE BANK,Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,2.0734760761260986,4.048705101013184
"PROGRESSIVE BANK, NATIONAL ASSOCIATION","PROGRESSIVE BANK, NATIONAL ASSOCIATION",Small,2010,2018,9,1,Traditional Majority,Small - Traditional Majority,2.710981607437134,2.6531689167022705
PROGRESSIVE OZARK BANK,PROGRESSIVE OZARK BANK,Small,2013,2021,9,1,Traditional Majority,Small - Traditional Majority,1.5683740377426147,5.477025032043457
PROGRESSIVE SAVINGS BANK,PROGRESSIVE SAVINGS BANK,Small,2010,2019,10,1,Traditional Majority,Small - Traditional Majority,3.8668501377105713,1.0296684503555298
PROSPER BANK,PROSPER BANK,Small,2010,2021,9,1,Traditional Majority,Small - Traditional Majority,3.178114175796509,7.2735748291015625
PROVIDENCE BANK,PROVIDENCE BANK,Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,2.1388556957244873,5.891152858734131
"PROVIDENCE BANK OF TEXAS, SSB","PROVIDENCE BANK OF TEXAS, SSB",Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,4.2402119636535645,5.820072174072266
"PROVIDENT STATE BANK, INC.","PROVIDENT STATE BANK, INC.",Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,4.814274311065674,5.026965618133545
PS BANK,PS BANK,Small,2012,2021,10,1,Traditional Majority,Small - Traditional Majority,2.8510444164276123,5.631248474121094
"PUEBLO BANK AND TRUST COMPANY, THE","PUEBLO BANK AND TRUST COMPANY, THE",Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,5.52947998046875,7.687438011169434
PUTNAM 1ST MERCANTILE BANK,PUTNAM 1ST MERCANTILE BANK,Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,3.781996250152588,4.806955814361572
PUTNAM BANK,PUTNAM BANK,Small,2012,2020,9,1,Traditional Majority,Small - Traditional Majority,0.19382087886333466,7.297169208526611
PUTNAM COUNTY BANK,PUTNAM COUNTY BANK,Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,4.604348659515381,3.736584186553955
"PUTNAM COUNTY NATIONAL BANK OF CARMEL, THE","PUTNAM COUNTY NATIONAL BANK OF CARMEL, THE",Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,1.127699375152588,3.4083213806152344
PUTNAM COUNTY STATE BANK,PUTNAM COUNTY STATE BANK,Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,1.8569475412368774,7.624619960784912
"PYRAMAX BANK, F.S.B.","PYRAMAX BANK, F.S.B.",Small,2012,2021,10,1,Traditional Majority,Small - Traditional Majority,5.012271404266357,6.328585624694824
"QUAIL CREEK BANK, NATIONAL ASSOCIATION","QUAIL CREEK BANK, NATIONAL ASSOCIATION",Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,5.3778076171875,4.1007843017578125
QUAINT OAK BANK,QUAINT OAK BANK,Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,4.859238147735596,5.606841087341309
QUALITY BANK,QUALITY BANK,Small,2010,2018,9,1,Traditional Majority,Small - Traditional Majority,2.8237175941467285,7.2308173179626465
QUANTUM NATIONAL BANK,QUANTUM NATIONAL BANK,Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,2.8298604488372803,5.6438517570495605
QUARRY CITY SAVINGS AND LOAN ASSOCIATION,QUARRY CITY SAVINGS AND LOAN ASSOCIATION,Small,2012,2021,10,1,Traditional Majority,Small - Traditional Majority,2.3607633113861084,7.6798996925354
QUEENSTOWN BANK OF MARYLAND,QUEENSTOWN BANK OF MARYLAND,Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,5.734882354736328,3.9463653564453125
QUOIN FINANCIAL BANK,QUOIN FINANCIAL BANK,Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,4.329748630523682,7.291351795196533
R BANK,R BANK,Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,0.565066397190094,4.05771541595459
RABUN COUNTY BANK,RABUN COUNTY BANK,Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,5.8327507972717285,5.8492045402526855
RACCOON VALLEY BANK,RACCOON VALLEY BANK,Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,0.6204292178153992,5.389215469360352
RAMSEY NATIONAL BANK,RAMSEY NATIONAL BANK,Small,2011,2021,11,1,Traditional Majority,Small - Traditional Majority,4.267070293426514,3.7210988998413086
RANDALL STATE BANK,RANDALL STATE BANK,Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,0.4447356164455414,4.486367225646973
"RANGE BANK, NATIONAL ASSOCIATION","RANGE BANK, NATIONAL ASSOCIATION",Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,3.9891161918640137,4.977041244506836
"RAWLINS NATIONAL BANK, THE","RAWLINS NATIONAL BANK, THE",Small,2010,2019,10,1,Traditional Majority,Small - Traditional Majority,3.0755093097686768,5.515856742858887
RAYMOND FEDERAL BANK,RAYMOND FEDERAL BANK,Small,2012,2021,10,1,Traditional Majority,Small - Traditional Majority,2.019069194793701,4.7204813957214355
RAYNE STATE BANK & TRUST COMPANY,RAYNE STATE BANK & TRUST COMPANY,Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,2.038846015930176,5.784008979797363
READING CO-OPERATIVE BANK,READING CO-OPERATIVE BANK,Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,0.760667622089386,5.534124851226807
"READLYN SAVINGS BANK, THE","READLYN SAVINGS BANK, THE",Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,2.109264373779297,6.454916477203369
RED RIVER STATE BANK,RED RIVER STATE BANK,Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,3.402326822280884,4.786061763763428
REDWOOD CAPITAL BANK,REDWOOD CAPITAL BANK,Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,2.9040191173553467,5.652275085449219
REGAL BANK,REGAL BANK,Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,5.053776741027832,5.621747016906738
REGENT BANK,REGENT BANK,Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,5.524720191955566,6.300190448760986
REGIONAL MISSOURI BANK,REGIONAL MISSOURI BANK,Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,5.127254486083984,5.196225166320801
RELIABANK DAKOTA,RELIABANK DAKOTA,Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,0.6871371865272522,3.641601324081421
RELIANCE BANK,RELIANCE BANK,Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,4.9729485511779785,7.212962627410889
RELIANCE SAVINGS BANK,RELIANCE SAVINGS BANK,Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,3.34500789642334,3.4758143424987793
